nama_hotel,nama_pelanggan,rating,ulasan,,,
XYZ,NOVI S.,6.6,"Security menilai orang dari cara berpakaian, saya dan pasangan datang pakai kaos  sendal jepit masuk di curigai begitu sampai di resepsionis dan bilang udah booking security tadi baru minta maaf. lantai kamar mandi kotor, handel pintu rusak jadi tidak bisa rapat, yang lainnya sih ok..",,,
XYZ,Jack N. A.,8.5,"Lokasi strategis dan kenyamanan juga mantap, recommended sudah.",,,
XYZ,Agung S.,9.7,"luar biasa disini, bikin ketagihan. Dari semua aspek nyaman banget.",,,
XYZ,Ghea A. N.,8.5,"Pelayanan baik, ramah dan sangat membantu tamu. Kamar besar, nyaman, bersih. Untuk room service sayangnya tidak semua tersedia, agak kecewa.",,,
XYZ,Zaimarno,6.1,Saya sampai di hotel jam 3 siang ternyata kamar belum ada dengan alasan lagi dibersihkan Lalu saya disuruh menunggu sampai konfirmasi fihak hotel jam 5 ternyata kamar juga belum tersedia sehingga saya menunggu jam.6 sore baru dapat kamar. Sangat memuakkan.,,,
XYZ,Fairus A.,9.1,"Kamar bersih, resepsionis ramah, makanan enak",,,
XYZ,Natalia,9.7,Makanannya juaraaa. Suka banget dan menunya banyak pilihan. recommended banget untuk menginap disini.,,,
XYZ,Banu G.,9.7,"sangat nyaman, ramah, bersih...",,,
XYZ,Dewi D.,8.5,Terima kasih pelayanany rekomen banget...top dech pokoky,,,
XYZ,Feno T.,9.3,Hotel cukup tidak jauh dari Bandara Soetta. Harga cukup bersaing. Pelayanan baik dan ramah. Hotelnya cukup bersih. Fasilitas free WiFi cukup baik. Minus nya adalah menu breakfast kurang variasi untuk standard level hotel bintang 4.,,,
XYZ,juliansyah a. p.,8.8,"Kenyamanan oke, makanan oke, kebersihan oke, hanya saya waktu pagi ada petugas Hotel yang membuka pintu dan masuk kamar padahal posisi pintu tertutup dan terkunci, apakah ia memegang kunci duplikat saya tidak tahu, dan pilihan jenis kopi dikamar lebih ditambah lagi, saluran televisi banyak yang tidak jelas gambarnya, terima kasih.",,,
XYZ,Hengky K.,8.8,"Tempat oke, pelayanan cukup memuaskan",,,
XYZ,ilham f.,8.5,"WiFi dikamar yang kami menginap tidak bisa terhubung(padahal udah tersambung tapi mencari server melulu),ini yang membuat saya sedikit kecewa",,,
XYZ,Heri T. W.,6.9,"Hotel bagus,pelayanan bagus semua bagus. Cuma sayang aja kalau ada yang kotor dan tidak bisa di bersihkan pada sprei atau selimut terkena denda. Padahal kebersihan hotel bukannya jadi service dari pihak hotel dan mereka hrsnya sudah ada budgeting itu. Pelayanan terutama saat breakfast.terkendala kurangnya karyawan bagian pramusaji. Sekelas bintang 4 masih kalah jauh dengan hotel lainnya dengan kelas yang sejenis",,,
XYZ,Dini P. H.,10,Excellent. Saya suka breakfast-nya.,,,
XYZ,anis u.,9.4,"Baik, bersih, check in cepat tapi pas mandi untuk air panasnya ga stabil",,,
XYZ,Andinar F.,9.4,"Petugasnya ramah-ramah, F&B service-nya baik banget mau ngaterin makan ke kamar karena temenku sakit. Berkesan disini.",,,
XYZ,Natalia P.,10,Hotel bersih dan sarapannya memuaskan (banyak pilihan menu),,,
XYZ,Natalia P.,10,"Pelayanannya ramah, lokasi strategis (dekat dengan stasiun kereta), membuat akses menjadi lebih mudah.",,,
XYZ,Hilda A. M.,9.7,"Segi keamanan sangat baik, petugas ramah ramah, makanan untuk sarapannya banyak jenisnya",,,
XYZ,Adek F.,8.4,"pelayanannya bagus, dengan jaringan wifi yang cepat. untuk menu sarapan enak, tapi untuk pelayanan dan menu makan siang dan malam kurang baik",,,
XYZ,Twondo N.,8.5,Bersih dan nyaman nanti balik lagi sama keluarga,,,
XYZ,ali,9.1,"Over all is good, cuma ditambahkan kenyamanan untuk parkir motor dan akses masuk hotel untuk pengguna motor",,,
XYZ,Hilda A. M.,9.4,"Hotel nya bagus, sarapan pilihannya juga banyak enak-enak juga. Karyawannya ramah-ramah",,,
XYZ,Mubarak A. P.,10,Hotelnya nyaman dan bersih serta dekat dari bandara. Pelayanan baik. Menu makanan banyak variasi. Akses terjangkau. Ya sebandinglah dengan harganya.,,,
XYZ,bambang i.,10,Memuaskan dan bisa jadi rekomendasi ke teman-teman,,,
XYZ,Yadi S. P.,9.1,"Overall cukup memuaskan, kamarnya nyaman, sarapannya enak & bervariasi, hanya saja letaknya kurang strategis.",,,
XYZ,Hengky K.,8.5,Colokan listrik lebih diperhatikan karena beberapa kali saya menginap,,,
XYZ,Rika A.,10,"Sangat memuaskan, semoga lebih ditingkatkan",,,
XYZ,Rakhmadi N.,8.5,Hotelnya nyaman dan bersih. Pokoknya mantap.,,,
XYZ,Fetra A.,9.1,"Semuanya bagus, makanan enak dan banyak variasi... Pertahankan dan terus tingkatkan...",,,
XYZ,Tri W.,8.4,"hotel yang bagus hanya lokasinya saja yang kurang strategis menurut saya, makanannya enak dengan staf yang sangat ramah.",,,
XYZ,samsurizal,10,"Cemilan serta air mineral dikamar perlu ditambah, untuk yang lain cukup memuaskan. keramahaan security perlu ditingkatkan, apa lagi pakai motor seperti diremehkan.",,,
XYZ,adityo w. f.,10,"Bagus banget deh hotelny, nyaman dan top banget",,,
XYZ,Alwani,8.5,"Pelayanan ramah, menu sarapannya lengkap.",,,
XYZ,NIKKO R.,6.4,Kolam renang berada diluar hotel sangat disayangkan.,,,
XYZ,Said k.,10,Sangat memuaskan menu sarapanya enak.,,,
XYZ,Achmad R.,8.5,"Alhamdulillah nyaman, fasilitas olahraga cukup baik.",,,
XYZ,MUHAMMAD F. M.,9.7,"Untuk service mengantar customer ke bandara, agar disediakan armada bisa akomodir koper yang besar dan memuat penumpang lebih banyak bisa teratasi.",,,
XYZ,Muhammad F. M.,9.7,"Sangat memuaskan, cuma saran saja, untuk service pengantaran ke bandara, kalau bisa armadanya ditambah agar dapat mengakomidir jika costumer yang bawa koper besar-besar dan cukup banyak dapat terangkut dengan bagasi belakang yang luas.",,,
XYZ,Erwin,8.8,"Hotel cukup bersih, pelayanan bagus Dan ramah. Kolam renang Dan fitness center cukup Baik..hanya lampu Dan penerangan kurang..mohon ditingkatkan lagi",,,
XYZ,evy a.,10,"Memuaskan, terima kasih, lelah menjadi hilang seketika.",,,
XYZ,samsul a.,8.8,"Mantap, memuaskan, pelayanan ramah.",,,
XYZ,Rachmat,8.5,"Secara keseluruhan baik. Tapi, gara-gara tidak diinfokan bahwa tidak boleh membawa durian ke dalam kamar ya saya membawanya kedalan kamar seperti pancake durian. Lalu, saat saya mau acara makan malam diluar hotel, saya dihubungi pihak hotel dan menanyakan bahwa saya benar membawa durian ke dalan kamar? Saya bilang iyah, maaf pak ketentuannya tidak boleh dan akan dikenakan denda sebesar rp. 1.000.000,- ya, saya langsung bilang bahwa informasi itu tidak saya dapatkan pada saat check-in. Seketika niat makan malam dengan keluarga kecil saya menjadi terganggu dengan info ini. Krn, saya orang yang sensitif, saya langsung memutuskan kembali ke hotek untuk menyelesaikan masalah ini. Sesampainya di hotel, orang yang menghubungi saya sedang istirahat, dan saya diminta agar tunggu dikamar. Semaleman ternyata saya tidak dihubungi juga. Sampai proses saya check-out ternyata permasalahan saya membawa durian kedalam kamar sudah tidak di gubris lagi. Saya sangat menyayangkan kejadian ini, karena sudah merusak suasana liburan keluarga kecil saya yang menjadi tidak tenang dan nyaman. Semoga ini tidak berkelanjutan dengan customer-customer yang lain. Semoga menjadi lebih baik lagi.",,,
XYZ,helmi s.,6.9,Hotel bintang 4 harusnya menyediakan sisir namun tidak ada membuat kita kelabakan.,,,
XYZ,ivan s.,9.7,"Nyaman, bersih, strategis memuaskan seusai dengan yang tertera di website.",,,
XYZ,Azhar F.,8.5,Tingkatkan kwalitas dan sukses untuk kedepannya,,,
XYZ,ariyananda p.,8.4,Saluran TV nya tidak lengkap Saya dapat di kamar 327 Channel kesukaan saya Transtv dan trans 7 Buram dan tidak dapat ditonton Begitu juga dengan saluran lokal lainnya harap maklum dapat cek kembali saluran tv yang ada Thanks,,,
XYZ,IKA M. S.,10,Selalu memuaskan menginap di allium...,,,
XYZ,sri p.,7.3,"Makanan, room service, kebersihan, pelayanan ok. Tp sayang karena kolam renang posisinya di depan, ketika ada acara seperti wisuda suatu kampus, kolam renang nya jadi kotor karena banyak yang duduk2 disana, anak kecil pipis dipinggir kolam, makan dipinggir kolam, bahkan ada yang ngerokok. padahal seharusnya kolam renang dijaga petugas hotel agar kenyamanan penghuni hotel yang akan berenang terjaga. Atau seharusnya dibuat pintu khusus, agar pihak luar tidak masuk ke kolam renang. Sangat sangat tidak nyaman untuk berenang. ğ??ª",,,
XYZ,andreas a. w.,9.4,"Hotel ini sangat baik dari kebersihan, pelayanan juga fasilitas dan makanannya. Untuk berikut saya pasti bermalam lagi dech",,,
XYZ,said f. k.,8.8,"Hotelnya bagus , kamar nya nyaman , pelayanan nya bagus ,cuman kalau bisa makanan sarapan nya tambahin lagi aja",,,
XYZ,Nony N.,10,"Hotelny bersih, pelayanan bagus dan begitu masuk sudah harum, cuma kemarin pas ada acara wisuda jadi semeraut, smp kesan seperti pasar dan gak nyaman lagi",,,
XYZ,Febrina W.,9.7,Tempat yang nyaman dekat dengan Bandara,,,
XYZ,rannu g. l.,8.5,Sangat oke dan bagus hotelnya.,,,
XYZ,Erfan A. S.,8.1,Harap proses check in dan check out di percepat,,,
XYZ,Teddy Y.,9.1,"Kamarnya bersih tapi kurang kedap suara karena suara dari luar masih kedengaran. Pelayanan hotel juga ramah dan memuaskan. Menu sarapan beragam dan enak. Liburan keluarga, Alhamdulillah menyenangkan.",,,
XYZ,Chairusndaru M. E. H.,9.7,Overall bagus dan nyaman,,,
XYZ,E CHAIRUSNDARU M. E. H.,10,Makan enak. Kamar bersih.,,,
XYZ,Parningotan S.,7,"Ternyata agak jauh dari bandara, kurang cocok di bilang hotel bamdara, yang lain ok.",,,
XYZ,Desi r.,8.5,Fasilitas kamar kurang lengkap,,,
XYZ,Ronny Y. H.,8.8,Untuk pemakaian liftnya bisa disosialisaiskna lebih jelas banyak yang bingung termasuk saya.,,,
XYZ,rannu g. l.,9.4,"Hotel bagus, makanan oke, kebersihan juga oke",,,
XYZ,rannu g. l.,9.4,"Penginapan oke, tempatnyapun sangat strategis makanan oke kebersihan ok",,,
XYZ,Mridho I.,10,"Sangat memuaskan, tempatnya bersih, makanannya enak-enak, letaknya strategis. Recommended.",,,
XYZ,Arya S.,9.7,"Fasilitas bagus,lokasi strategis",,,
XYZ,Heru S.,8.5,"Cukup memuaskan, sebagai masukan untuk menu makan bumbunya perlu ditambah lagi, kurang terasa lezatnya",,,
XYZ,Pudji R.,10,"Breakfast yang lezat, kamar tidur yang nyaman dan staffnya yang ramah.",,,
XYZ,Galang G. G. G.,8.4,Terima kasih atas kenyamanan dan pelayanan yang telah di berikan. recommended sudah pokoknya,,,
XYZ,ariyananda p.,8.4,Tempatnya oke dan bersih Namun setiap lorong nya terkesan seram dan angker Karena pencahayaan yang minim,,,
XYZ,Achmad R.,10,"Pelayanannya baik, makannya enak dan banyak pilihan",,,
XYZ,ISMAIL L.,10,"Memuaskan, sarapannya juga cukup memuaskan, pelayanan sangat ramah. Terima kasih allium & Traveloka",,,
XYZ,Khoiri,9.1,"Hotelnya bagus, dan kamarnya bersih",,,
XYZ,Selvyana S.,8.5,Makanan memuaskan. Pelayanan oke,,,
XYZ,hendrian j. p.,8.7,"Di kamar banyak semut,namun untuk makanan sesuai dengan tipe hotelnya...",,,
XYZ,Yosep S. S.,8.5,"Pertama Kali bermalam di Allium Hotel, check in tengah malam dan pelayanan oke, kebersihan kamar ok, sarapan pagi ok, diantar ke bandara dengan mobil pick up dari hotel.",,,
XYZ,Ahmad H.,9.7,"Menyenangkan, hanya menu sarapan agar lebih bervariasi ke Indonesian food.",,,
XYZ,Carles M.,8.3,"Cukup memuaskan, dan baik untuk transit bandara",,,
XYZ,Riqqi a. p.,10,"Nyaman, makanannya enak dan akses stasiun dekat.",,,
XYZ,Andry H.,9.1,Breakfastnya enak dan banyak pilihan.,,,
XYZ,Muris G.,9.7,"Ini kedua kalinya menginap di Allium, pelayannya ramah, sarapan paginya enak dan banyak. Namun sekedar saran lubang pembuangan air di kamar mandinya mampet jadi airnya tergenang banyak. Terima kasih",,,
XYZ,Dessy H.,10,"Makanannya saya sangat suka, tapi kalau bisa tambahkan makanan tradisionalnya seperti siomay.",,,
XYZ,HARIANI,9.1,Semua baik kecuali makannya soalnya kita kena cas anak umur 12 thn kena 125 rb ngak sesuai dengan yang dibayar,,,
XYZ,grecia o. t.,9.7,"Hotel bagus.. Masih tampak seperti baru walau sudah beberapa tahun.. Breakfast enak dan banyak pilihan.. Pool & fitness berfungsi dengan baik.. Staff ramah.. Ci/Co cepat.. Hanya saja sewaktu ditinggal pergi & make up room, Saat kembali ke kamar pintu tidak terkunci dengan baik.. Bisa di dorong begitu saja.. Lebih di perhatikan lagi.. Karena di dalam ad barang2 tamu.. Overall good",,,
XYZ,Gerhard d.,8.1,"Standar, biasa aja. AC-nya kurang dingin.",,,
XYZ,Rena R. R.,10,"Staf ramah, bersih dan wangi, kamar nyaman, breakfast rasanya enak dengan menu yang lengkap dan variatif. Kolam bagus dan ada untuk anak. Di depan hotel ada rumah makan bebek bisa delivery ke hotel jadi gampang cari makan malam. Recommended untuk staycationğ??ğ?¿ğ??ğ?¿",,,
XYZ,Hadi C.,6,Ada pegawai yang membuka pintu kamar saat saya masih di dalam Seharusnya setelah memencet bel dia mengetuk sampai di bukakan pintu Bukan nya langsung membuka pintu sendiri dengan kunci master,,,
XYZ,SRI Y. H.,9.4,"Check in dapat kamar 322, saluran air mampet, air dari kamar mandi memenuhi parkit kamar, sudah jam 11 malam harusnya bs istirahat, harus komplain hal tersebut,namun pihak hotel segera membereskannya, dan terjadi kembali di pagi harinya saat sedang mandi banjir ke parkit kamar hotel, semuanya ok, harap diperhatikan dr management, thanks",,,
XYZ,Anjar A. N.,9.4,"Asyik hotelnya, aroma ruangan masih baru dan teamnya ramah semua",,,
XYZ,RIZKI A.,9.4,Pelayanannya oke. Kamarnya bagus dan bersih. Lokasi strategis.,,,
XYZ,ferdiana d. s.,8.5,Tempatnya enak. Deket dari rumah dan ramah ramah karyawannya.,,,
XYZ,Viany G.,9.7,"Semuanya oke, kecuali pelayan breakfast-nya, tidak ramah banget, nyuekin tamu",,,
XYZ,Lucius P. G. D. A.,6.2,"Menu breakfast hancur rasanya, tidak sebanding dengan kualitas bintangnya..",,,
XYZ,SRI Y. H.,9.4,"recepsionist sore saat check in tidak ramah, wanita dan pria semua nya ok bngt, thanks",,,
XYZ,ifvan,5.8,saya menginap disini 2-3 malam.. yang paling mengecewakan adalah. kejadian room service yang masuk ke kamar tanpa mengetuk terlebih dahulu. dan room service tersebut mempunyai kunci duplikat untuk kluar masuk di semua kamar saya rasa. dan dengan tidak adanya rasa bersalah. jadi pas masuk dan langsung bertatap muka dengan tamu. dan dengan santainya menanyakan perihal adakah laundryan?.. apakah menanyakan laundy harus masuk ke kamar tamu. yang notabene adalah tidak mungkin room service mempunyai keleluasaan untuk bebas masuk ke kamar tamu.. tolong untuk di perbaiki,,,
XYZ,NURAINI S.,9.6,"Sangat nyaman dengan kondisi hotel yang bersih naum sayang kolam renangnya di luar, untuk sarapa nya the best lah",,,
XYZ,Rimma R. O.,10,Sangat memuaskan makanannya enak sekali.,,,
XYZ,Teuku R.,9.4,"Bagus, lengkap juga ada kulkas, hairdryer, breakfast juga baik, banyak pilihan menu dengan rasa yang enak. Sayang kolam renang kecil dan tempat duduk untuk yang renang hanya ada 2 tempat duduk. Sementara yang berenang banyak.",,,
XYZ,Muhamad Z. R.,5.7,Pelayanan secara keseluruhan mengecewakan.,,,
XYZ,Aditya C. P.,10,Menyenangkan sekali..,,,
XYZ,Alex K.,9.7,"Dari pelayanan, kebersihan, makanan mantap.",,,
XYZ,Jose S.,9.7,"Hotel OK, saya check in pagi sekali, karena baru selesai pulang kerja juga, front office ramah, bagus deh.",,,
XYZ,Gyan A.,9.4,"Good! Mantappp! Kamar lumayan, sarapan enak",,,
XYZ,Lina A.,9.1,"Nice, pelayanan sangat bagusğ???ğ???",,,
XYZ,Rosmawati,10,",memuaskan dan nyaman..breakfast nya bagus",,,
XYZ,Muhammad F. M.,10,"Memuaskan sekali. Keramahan pelayanan, kebersihan yang baik. Pokoknya yahud.",,,
XYZ,Eko O.,8.5,Kekutangan cuma pada AC yang tidak dingin,,,
XYZ,I N. N. S.,9.7,Hotel bersih pelayanan juga oke,,,
XYZ,Lie C. K. H. S.,9.7,"Hotelnya nyaman, breakfast ok",,,
XYZ,Nugroho S.,9.7,"Memuaskan menginap di allium hotel, saya sudah 4 kali menginap disini untuk urusan bisnis,staffnya sangat membantu saya dan sangat friendly",,,
XYZ,Muh A. A. L.,9.7,menu sarapan paginya beragam kamarnya luas bagus deh pokoknya,,,
XYZ,Evi E.,9.1,"Untuk penginapan kali ini saya mengambil package photoshoot, AC kurang dingin padahal sudah lapor ke FO akan tetapi tidak ada perbaikan. Overall Oke lah... lokasi dan keramahan pelayanan bagus banget. terima kasih Allium Hotel",,,
XYZ,Handika W.,10,Sangat recommended..cocok untuk liburan,,,
XYZ,Rinaldi,10,Tempatnya bagus pelayanan juga bagus,,,
XYZ,Rini A.,9.4,Sebenarnya aku sedikit kecewa dapat kamar ACnya rusak tapi fasilitas yang lain ok banget,,,
XYZ,adityo w. f.,10,"Bersih, pelayanan bagus dan sangat ramah, nyaman",,,
XYZ,Haries S. L.,8.5,"Nyaman dan tenang, cocok buat istirahat.",,,
XYZ,mira w.,9.4,"Bagus. Nyaman. Pelayanan ok, cuma rasa makanan kurang ya.",,,
XYZ,Eric W.,6.1,"Lokasi terlalu sepi, servis kurang baik, concierge tidak berjalan dengan semestinya",,,
XYZ,Aldy F.,9.4,"Hotel yang bagus untuk d kawasan tangerang, lumayan dekat dengan bandara & tidak jauh dengan pusat kota. Breakfastnya juga mantap banget. Recommended for next trip.",,,
XYZ,Rini A. O.,7.2,"Tempatnya aku suka banget, tapi sayang aku dapat room ACnya tidak dingin, padahal sudah dibetulin tapi tidak dingin lagi. Jadi liburan saya tidak romantis.",,,
XYZ,Peleson M.,9.7,"Pelayanan baik skali,makanan juga enak,lokasi sangat strategis di pusat kota tangerang,kebersihan baik .",,,
XYZ,SUDARSO S.,8.5,Nyaman untuk istirahat tenang..,,,
XYZ,Hendrianto H.,10,Pelayanan bagus...makanan enak...kamar bersih....,,,
XYZ,Eka Y. W.,10,pelayanan yang diberikan memuaskan dan kebersihan serta kenyamanan hotel cukup bagus,,,
XYZ,Friyanka H. S.,8.5,Hotelnya bersih dan sangat nyaman untuk keluarga,,,
XYZ,Russel L.,9.7,"Sangat puas bisa stay disini sehari, namun jarak ke bandaranya agak jauh sekitaran 45 menit. makanannya enak dan banyak ragamnya, pengen stay kesini lagi lain kali bila ada kesempatan berikutnya",,,
XYZ,Khairunnisa N.,6.2,"Pada saat masuk, security bertanya keperluan. Saya menjawab ""check in untuk bermalam"". Lalu security mengarahkan langsung ke basement. Karena Baru pertama kali menginap di hotel Ini, saya fikir Justru receptionist ada d basement. Tetapi Justru d basement tidak ada apa2, cuma 1 security dan 2 lift yang mana lift nya hanya 1 yang berfungsi. Setelah memarkir mobil, saya tanya security dimana receptionist untuk check in.? Jawabnya ada d lobby. Saya diarahkan untuk naik lift. Akhirnya saya membawa 2tas yang terpaksa saya tenteng sendiri Karena tidak ada layanan trolley di basement. Sampai d lobby, di front office, meja receptionist saya complaint atas ditunjukannya saya ke basement. Yang seharusnya bahwa kami bisa dtawarkan untuk menurunkan barang di lobby drop off tersebut dahulu. tapi petugas receiptionis yang cantik itu tidak membuka dengan permintaan Maaf. Atau menawarkan petugas untuk membantu angkat barang lain yang masih d mobil di basement. Tetapi hanya menyuruh saya kembali menaikkan mobil ke lobby, lalu memarkirkan lagi ke basement. Karena Sudah kepalang tanggung, saya sudah berat2 bawa 2 tas baju kanan dan kiri, akhirnya saya masuk ke kamar dlu, kemudian turun lagi ke mobil d basement, naik lagi ke kamar, turun lagi hingga 3x bulak balik Karena saya bawa 3 anak dan barang2 tanpa roda. Juga memakan waktu yang cukup lama Karena me nunggu lift yang penuh, dan hanya 1lift yang aktif. Saya check in jam 1 siang. Saya Baru bisa rebah badan jam 2.30.",,,
